monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor","Best Rent 🪙 at Mutiara Ville Near Lakefront, Cyberjaya!🌟🌟🌟<br><br>🌟 Your Ideal Living Space Awaits at Mutiara Ville Near Lakefront, Cyberjaya! 🌟<br>🏡 FOR RENT NOW!<br>📞 Contact Shamim Islam: 013-3332630 / 018-9102206<br><br>✨ Unit Highlights ✨<br><br>• 🛌 3 Bedrooms + 2 Bathrooms with modern layouts!<br>• Newly renovated and ready to move in! 🎨<br>• 🚘 2 covered parking space included<br>• 24-hour gated & guarded with smart security features 🛡<br>• 🏠 Fully furnished unit with stylish decor<br>• 950sqft<br>• Walking distance to:<br>    •🚑 Cyberjaya Hospital-100 meters <br>    •🍔 McDonald's – 300 meters<br>    •🍗 KFC – 300 meters<br>    •🎓 University of   Cyberjaya – 900 meters<br>    • 📖 Multimedia University (MMU) – 950 meters<br>    •🌳 Cyberjaya Lake Gardens – 800 meters<br>    •🛍 Tamarind Square – 200 meters<br><br>🎯 Top-notch Facilities 🎯<br><br>• 🏊‍♂ Swimming Pool | 🏋‍♀ Gymnasium | 🏸 Badminton Court<br>• 🎮 Games Room | 🕌 Surau | 🌿 Landscape Garden<br>• 🧸 Children's Playground | BBQ Area | 🏀 Basketball Court<br><br>📍 Prime Location<br><br>• 5–10 mins to :<br>    •DPULZE Shopping Centre and Shaftsbury Square<br>    • HSBC office<br>    • MMU University<br>    •  BMW Group Malaysia office<br>    • DHL<br>    • DeLL<br>    • AMD<br>• 20 minute to putrajaya Sentral, KLIA transit station, Alamanda Shopping centre<br>• 30 minute to KL Bukit Bintang, Timesquare, Sungai Wang<br>• Close to top educational institutions like University of Cyberjaya & Limkokwing University<br>• Surrounded by lush green parks and jogging trails 🌼<br><br>🛍 Nearby Shopping & Dining 🛍<br><br>• Tamarind Square: A trendy hotspot for dining, bookstores, and boutique shops 📚<br>• DPULZE Shopping Centre: Enjoy shopping, cinema, and dining under one roof 🎬<br>• Shaftsbury Square: Perfect for casual dining and retail therapy 🛒<br>• A variety of cafes and restaurants catering to all tastes! 🍕<br><br>🌿 Leisure Nearby<br><br>• Cyberjaya Lake Gardens: Relax amidst nature or enjoy outdoor activities! 🏞<br>• Community Sports Arena: Engage in various sports and recreational activities. 🏀<br><br>🚗 Excellent Accessibility<br><br>• Connected via MEX, LDP, and ELITE highways, ensuring seamless travel!<br><br>✨ Move Into Your Perfect Home in Cyberjaya Today! ✨<br><br>🏡 I have many buyers and tenants looking for Cyberjaya properties. If you have a property to rent or sell, please contact me! 📱 WhatsApp Here<br><br>📞 Don’t Wait! Contact Shamim Islam now: 013-3332630 / 018-9102206",Selangor,Cyberjaya,2025-02-26 10:35,2025-02-26,110098259,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor","Best Rent 🎯 at Edusphere Suites Near The Arc, Cyberjaya!🌟🌟🌟<br>****************************************************************<br>🌟 Your Dream Home Awaits at Edusphere Suites, Cyberjaya! 🌟<br>🏡 FOR RENT NOW!<br>📞 Contact Shamim Islam: 013-3332630 / 018-9102206<br><br>✨ Unit Highlights ✨<br><br>• 🛌 1 Bedrooms + 1 Bathrooms with studio layouts!<br>• Newly renovated and ready to move in! 🎨<br>• 🚘 1 covered parking space included<br>• 24-hour gated & guarded with smart security features 🛡<br>• 🏠 Fully furnished unit with stylish decor<br>• 500sqft<br>• Walking distance to:<br>    •🍔 McDonald's – 150 meters<br>    •🍗 KFC – 250 meters<br>    •🎓 University of   Cyberjaya – 500 meters<br>    • 📖 Multimedia University (MMU) – 950 meters<br>    •🌳 Cyberjaya Lake Gardens – 800 meters<br>    •🛍 Tamarind Square – 1 km<br><br>🎯 Top-notch Facilities 🎯<br><br>• 🏊‍♂ Swimming Pool | 🏋‍♀ Gymnasium | 🎭 Multi-purpose Hall<br>• 📚 Study Rooms | 🕌 Surau | 🌿 Sky Garden<br>• 🧸 Kids Play Area<br><br>📍 Prime Location<br><br>• 5–10 mins to :<br>    •DPULZE Shopping Centre and Shaftsbury Square<br>    • HSBC office<br>    • MMU University<br>    •  BMW Group Malaysia office<br>    • DHL<br>    • DeLL<br>    • AMD<br>• 20 minute to putrajaya Sentral, KLIA transit station, Alamanda Shopping centre<br>• 30 minute to KL Bukit Bintang, Timesquare, Sungai Wang<br>• Close to top educational institutions like University of Cyberjaya & Limkokwing University<br>• Surrounded by lush green parks and jogging trails 🌼<br><br>🛍 Nearby Shopping & Dining 🛍<br><br>• Tamarind Square: A trendy hotspot for dining, bookstores, and boutique shops 📚<br>• DPULZE Shopping Centre: Enjoy shopping, cinema, and dining under one roof 🎬<br>• Shaftsbury Square: Perfect for casual dining and retail therapy 🛒<br>• A variety of cafes and restaurants catering to all tastes! 🍕<br><br>🌿 Leisure Nearby<br><br>• Cyberjaya Lake Gardens: Relax amidst nature or enjoy outdoor activities! 🏞<br>• Community Sports Arena: Engage in various sports and recreational activities. 🏀<br><br>🚗 Excellent Accessibility<br><br>• Connected via MEX, LDP, and ELITE highways, ensuring seamless travel!<br><br>✨ Move Into Your Perfect Home in Cyberjaya Today! ✨<br><br>🏡 I have many buyers and tenants looking for Cyberjaya properties. If you have a property to rent or sell, please contact me! 📱 WhatsApp Here<br><br>📞 Don’t Wait! Contact Shamim Islam now: 013-3332630 / 018-9102206",Selangor,Cyberjaya,2025-02-26 10:35,2025-02-26,110098156,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,1,450 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Swimming Pool, Jogging Track, Barbeque area, Minimart, Security, Gymnasium, Playground",,"Lorong Masjid 1, Kampung Sungai Kayu Ara, Petaling Jaya, Selangor","121 Residences, Petaling Jaya <br>Newly Completed near One U<br>======================<br><br>Move in anytime<br><br>Size: 450sqft <br>Bedroom: 1+1 <br>Carpark : 1<br>Condition : Full Furnish <br>- Built in kitchen cabinet with hoob & hob<br>- Fridge<br>- Washer Dryer<br>- 3 units of air cond<br>- Curtain <br><br>= Owner asking rental RM1,900 l Welcome View & Offer =<br><br>For More Info & Viewing Arrangement, call<br>Emily Kho (REN06656)<br>017-9040612<br><br>Vivahomes Realty (Kota Damansara) (E(3)1353)",Selangor,Petaling Jaya,2025-02-26 10:35,2025-02-26,110276312,3.136534071795246,101.61430211315547
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,778 sq.ft.,Not Furnished,"Lift, Parking, Security, Playground, Minimart, Multipurpose hall, Jogging Track",Cooking Allowed,"Jalan Bintang U5/33, Shah Alam, Selangor","FOR RENT / SEWA🔥🔥🔥  #CoA <br><br>PANGSAPURI SUBANG SURIA, SEKSYEN U5 SHAH ALAM<br><br>Sewa RM  1100 nett<br>Depo 2+1+0.5+TA <br>Small Malay Family <br>=====================<br><br>PROPERTY DETAILS:<br> (Bumi owner)<br>• GROUND  FLOOR  (With Lift)<br>• Bedrooms: 3 <br>• Bathrooms: 2<br>• Build up: 778sqft<br>• Maintenance Fees:RM 70/month (Owner bayar) <br>• 1 open car park<br>• Kitchen cabinet<br><br>FACILITIES<br>✅✅✅✅✅<br>•24-Hours Gated Guarded<br>•1 Access Card + Parking (free parking)<br>•Children's Playground<br>•Elevator/ Lift Services<br>•Surau<br>•Car Wash<br><br>AMENITIES <br>✅✅✅✅✅<br>•S.M.K Subang Bestari<br>•S.R.K Subang Bestari 1<br>•S.R.K Subang Bestari 2<br>•S.R.A Kg.Subang<br>•H.E.L.P Insternational School/ University<br>•Speedmart/ Pak Grocer/ Mini Market etc.<br>•Star Avenue Shopping Mall & Hypermarkets<br>•MRT station (KWASA Central)<br>•Subang Skypark Airport Terminal<br>•Petaling Syariah Court<br>•Petaling Government Office<br>•Industrial Center<br><br>ACCESSIBILITY<br>#Federal Highway<br>#Guthrie Highway<br>#LDP Highway<br>#NKVE via Kota Damansara<br>#DASH Highway<br><br>For inquiries or viewing arrangement, please do not hesitate to contact :<br><br>Zainon Md Som<br>￼⁨012-6789503 <br>IQI Realty SB<br><br>Whatsapp: www.wasap.my/60126789503/CNH/SubangsurirentCOA <br><br>owner nak sewakan pls PM saya‼️‼️‼️<br><br>Buy | Sell | Rent | Commercial | Undercon | Land | Renovation | Construction",Selangor,Shah Alam,2025-02-26 10:29,2025-02-26,110166605,3.1864452276274657,101.53510552651987
"RM 1,900 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,"#forrent <br>Bandar Puteri Pending  End Lot 2 Storey House <br>🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴<br>💥💥💥💥💥 RM1,900.00‼️‼️‼️‼️‼️‼️‼️  <br>#rumahsewa #sewa  #sewarumah #houseforrent #rent #PartiallyFurnished <br>#doublestorey #DoubleStoreyTerraceHouse #doublestoreyforrent <br>📌 #bandarputeriklang <br> <br>✅ 20 X 75<br>✅ Land Area 30 X 75<br>✅ 4 Bedrooms<br>✅ 3 Bathrooms <br>✅ Renovated and Extended<br>✅ Kitchen Cabinet<br>✅ Gated Guarded <br><br>💥 Rental RM1,900.00 💰 <br><br>🤝 Eric Siah <br>wa.me/60182198682<br>[欢迎咨询 Welcome to Inquiry Now‼️]<br>#22464<br>Kindly contact me for more details & viewing arrangements ‼️<br>请与我联系以获取房子の详细信息或安排观看房子。以下是联络电话 ：<br>📳Eric Siah 60182198682<br><br>(REN 57279)<br>wasap.my/60182198682<br><br>https://www.mudah.my/eric-siah-tlg<br><br>👉🏻 Disclaimer: Photos are for illustration purpose only to protect owner's privacy, Viewing actual unit is always welcome. <br>#KlangRealEstate #klang <br>#有产业要买卖可以找我",Selangor,Bandar Puteri Klang,2025-02-26 10:25,2025-02-26,110276390,,
"RM 2,800 per month","House, For rent",Townhouse,3,2,1001 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,"Regent Garden Co-Home @ Eco Grandeur FOR RENT<br><br>Address: Regent Garden, Eco Grandeur, Persiaran Mokhtar Dahari, Puncak Alam<br><br>PROPERTY DETAILS<br>✅ Size - 1,001 sf<br>✅ First floor<br>✅ 3 bedrooms<br>✅ 2 baths<br>✅ 2 carparks<br>✅ Fully furnished with Kitchen cabinets, Beds & Mattresses, washing machine, refrigerator <br><br><br>💥 Rental - RM 2,800 (Negotiable)<br><br><br>For viewing appointment, please call or WhatsApp:<br><br>Syahril BD<br>PEA3288<br>013-3665400<br>http://www.wasap.my/60133665400/regent<br><br>Zahayati<br>PEA3310<br>019-2434477<br>http://www.wasap.my/60192434477/regent<br><br>ESPRIT ESTATE AGENT SDN BHD (E (1) 1448)<br>powered by ESP<br><br>* Owner are welcome to list your property with us. We will assists you to sell / rent property in short period<br><br>#COAlisting<br>#NOcobroke",Selangor,Puncak Alam,2025-02-26 10:25,2025-02-26,110276243,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Parking, Security, Playground, Lift",Cooking Allowed,"No.2, Jalan Nova U5/71A, Seksyen U5, Subang Bestari, Selangor","sri kejora subang bestari. Jalan nova<br><br>imarahim 0162677642<br>imarahim 0162677642<br><br>1 month rental<br>2 month depo<br>1/2 month utiliti<br>tenancy agreement<br><br>NEARBY AMENTIES<br>- 500M To SK Subang Bestari 2<br>- 1Km To SMK Subang Bestari<br>- 1.2Km To HELP University<br>- Pejabat Kerajaan Daerah Petaling<br>- 6Km To KWASA Sentral<br>- Star Avenue Lifestyle Mall & Petronas<br>- GCE, DASH<br>- Jln Sungai Buloh, Jln Kuala Selangor",Selangor,Subang Bestari,2025-02-26 10:24,2025-02-26,110170155,3.1827176075664765,101.54139131729384
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Minimart, Sauna, Swimming Pool, Parking, Security",Cooking Allowed,"Jalan Nova U5/71A, Seksyen U5, Shah Alam, Selangor","sri kejora subang bestari. Jalan nova<br><br>imarahim 0162677642<br>imarahim 0162677642<br><br>1 month rental<br>2 month depo<br>1/2 month utiliti<br>tenancy agreement<br><br>NEARBY AMENTIES<br>- 500M To SK Subang Bestari 2<br>- 1Km To SMK Subang Bestari<br>- 1.2Km To HELP University<br>- Pejabat Kerajaan Daerah Petaling<br>- 6Km To KWASA Sentral<br>- Star Avenue Lifestyle Mall & Petronas<br>- GCE, DASH<br>- Jln Sungai Buloh, Jln Kuala Selangor",Selangor,Shah Alam,2025-02-26 10:23,2025-02-26,110217590,3.1827176075664765,101.54139131729384
"RM 1,380 per month","Apartment / Condominium, For rent",Service Residence,3,2,1201 sq.ft.,Partially Furnished,"Parking, Lift, Sauna, Security, Barbeque area, Minimart, Gymnasium, Swimming Pool, Playground, Multipurpose hall","Near KTM/LRT, Washing Machine, Cooking Allowed","Jalan Station, Batu Caves, Selangor","Amara Residency, Jalan Raintree Utama Batu Caves Selangor<br>=============================<br>Unit : Intermediate<br>Property Type : Condo<br>Title type : Freehold / Bumi<br>Size : 1012 sqft<br>Bedroom : 3<br>Bathroom : 2<br>*Provided 2 parking<br>*Partially furnished<br>*Complete with grill, fan and lightings<br>*Balcony<br>*Guarded with 24hr security<br>*Swimming pool<br>*Vacant, move-in ready<br>*Newly painted<br><br>Rental: Rm1380<br><br>Accessibiity:<br>Lebuh Utama Sri Gombak, MRR2, Jalan Kuching, DUKE Highway<br><br>FOR SERIOUS TENANTS ONLY.<br>Please check eligibility & deposit ready before view.<br>==================================<br>For any enquiry or viewing appointment please contact (call or whatsapp) 0173071983",Selangor,Batu Caves,2025-02-26 10:22,2025-02-26,110276353,3.240113546715822,101.68080199160403
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Lift, Swimming Pool, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet, Washing Machine","Jalan Mutiara 3, Mutiara Heights, Kajang, Selangor",Akoya Residence at Mutiara Heights <br>Fully Furnished unit For Rent <br><br>Call/WhatsApp 018-223 8899 Patrick Lu<br><br>Fully Furnished unit <br><br>Features :-<br>- 24 Hour Security<br>- Size - 1250sf<br>- 3 Bedroom 2 Bathroom<br>- 2 Cover Carpark,Selangor,Kajang,2025-02-26 10:22,2025-02-26,109382078,3.033878,101.8049712
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,2,2,1023 sq.ft.,Not Furnished,"Tennis Court, Jogging Track, Lift, Playground, Swimming Pool, Parking, Gymnasium, Barbeque area, Security, Minimart",,"Jalan Pelangi, Off Jalan Batu Tiga Lama, Kawasan 16, Klang, Selangor","Budget Murah Sewa‼️Regency Condo Klang Pelangi Height nr Centro Mall！RENT<br><br>*New Refurbished Painted*<br><br>REGENCY CONDO KLANG FOR RENT!!!<br><br>-1,023 SFT<br>-2+1 Room <br>-2 Bathroom<br>-Basic Unit<br>- Freehold<br><br>Rental RM1,200 only<br><br>For More Info & Viewing Kindly Contact:<br>☎️018-9730334 Yap<br>☎️011-28075312 Yap",Selangor,Klang,2025-02-26 10:22,2025-02-26,110276338,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,1,622 sq.ft.,Fully Furnished,"Squash Court, Parking, Gymnasium, Jogging Track, Playground, Swimming Pool, Security, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor","MENARA U, SHAH ALAM BIG SIZE DIRECT OWNER.<br><br>DETAILS:<br><br>- Level 7 (Facilities) <br>- 2 bedrooms<br>- 1 bathroom<br>- 1 parking lot<br>- Excellent Location<br>- TV cabinet<br>- Sofa<br>- Dining Table<br>- Kitchen cabinet<br>- Fridge<br>- Water heater<br>- 2 units of queen beds<br>- Wardrobe<br>- 2 Air conditioner<br><br>Condition To Move In:<br>- 1 months security deposit<br>- 1/2 month utilities deposit<br>- Tenancy agreement<br><br>- Available ASAP @ FEB 2025                                         <br>- Open Student & Working <br>- Max 4 Person         <br><br>If you are interested, you can contact me for more information.<br><br>012-2282157 ( Hariz)<br><br>Thank You mudah.my.",Selangor,Shah Alam,2025-02-26 10:21,2025-02-26,110060706,3.0773698,101.5463464
RM 900 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,"Lift, Security",Cooking Allowed,"Jalan PJU 1a/43, Taman Putra Damai, Ara Damansara, Selangor","[HOUSE FOR RENT] VISTA SUBANG , ARA DAMANSARA , LEMBAH SUBANG LRT<br><br>Apartment Vista Subang Untuk Disewa Sesuai Untuk Hostel<br>- 5 bedroom + 2 bathroom<br>- Kitchen Tabletop<br>- Setiap bilik ada kipas siling<br>- Lantai ada tiles<br><br>Location Link: https://maps.app.goo.gl/1HweMNjmLPG1G9T87<br><br>- Berhampiran McD, Dunkin Donut, D’Aman Crimson Condo, 99 Speedmart<br>- 5minit ke RapidKL HQ, Citta Mall, 10minit ke Paradigm Mall, SS2, Atria, Kelana Jaya, Glenmarie, Subang Airport<br>- LDP, NKVE<br>- LRT Lembah Subang, Bus: T607<br><br>Kemasukkan Segera !!!<br><br>Contact Rayyan @ 018-2494038 (9pg-5ptg)<br>Atau<br>Whatsapp direct : wasap.my/60182494038",Selangor,Ara Damansara,2025-02-26 10:20,2025-02-26,109430403,3.1146349080269946,101.5879005438532
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Multipurpose hall, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed",,"Tulip Residence, Denai Alam For Rent<br><br>Next to Elmina Lake Side Mall<br><br>👉 Property Details<br>✅ Type : SOHO<br>✅ Built Up : 450 sqft<br>✅ 1 Car Park<br>✅ Come with kitchen cabinet, lighting and ceiling fans and 2 nos Aircond<br><br><br>👉 Available Immediately<br>✅ Rental at : RM1.4K (Nego)<br><br><br>👉 Facilities<br>✅️ Swimming Pool<br>✅️ Wading Pool<br>✅️ Gymnasium<br>✅️ BBQ Area<br>✅️ Playground<br><br><br>Nearby amenities<br>- Nearby restaurant, groceries store, food truck and a lot more<br>- Easy access to Dash Highway and Guthrie Highway , Plus Highway<br><br><br>For viewing appointment, please call or WhatsApp:<br><br>Syahril BD<br>PEA3288<br>013-3665400<br>http://www.wasap.my/+60133665400/rentulip<br><br>Zahayati<br>PEA3310<br>019-2434477<br>http://www.wasap.my/+60192434477/rentulip<br><br>ESPRIT ESTATE AGENT SDN BHD (E (1) 1448)<br>powered by ESP<br><br>* Owner are welcome to list your property with us. We will assists you to sell / rent property in short period<br><br>#COAlisting<br>#NOcobroke",Selangor,Denai Alam,2025-02-26 10:10,2025-02-26,110276234,,
"RM 2,350 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Playground, Barbeque area, Gymnasium, Parking, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJU 8/8, Damansara Perdana, Selangor",D'Quince<br>Block A<br>900sf<br>Low floor <br>Facing pool<br>3 bed room<br>2 bath room<br>2 parking lot<br><br>fully furnished:<br>Built in kitchen cabinet<br>Brand new furniture <br>Air conds<br>water heater,Selangor,Damansara Perdana,2025-02-26 10:10,2025-02-26,110276077,3.1660142958929725,101.61167706466281
