monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,872 sq.ft.,Fully Furnished,"Tennis Court, Parking, Security, Swimming Pool, Jogging Track, Squash Court, Barbeque area, Playground, Gymnasium, Sauna",,"Off Jalan Kelawei, Georgetown, Penang","Gurney Park, Gurney for RENT<br>Comfortable stay and convenient area!<br><br>Kindly contact us for further details and viewing 有兴趣请联络 <br>⓪①⑨ ⑥⑤① ②③⑨⑨ (𝐉𝐀𝐘𝐃𝐄𝐍)<br><br>872 Sqft / 方尺<br>• 3 Bedrooms / 房间 <br>• 2 Bathrooms / 浴室<br>• 1 Carpark / 停车位 <br>• Fully renovated and fully furnished / 已装修，包家私 <br>• Ready to move in condition 可以马上入住 <br><br>ASKING RENTAL: RM 2400 only！ <br><br>• Medium floor / 中楼层 <br>• Near to amenities and shops <br>• Walking distance to Gurney Plaza and bay / 购物中心<br>• 3 minutes to Gleneagles Hospital / 医院<br><br>Viewing available at any time!<br><br>- Welcome to advertise/inquire about any properties in Penang",Penang,Georgetown,2025-04-16 10:02,2025-04-16,110855121,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,1,1,600 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,-fully furnished<br>-1 carpark<br>-rental rm1800,Johor,Skudai,2025-04-16 10:05,2025-04-16,110855010,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,2,2,668 sq.ft.,Fully Furnished,"Playground, Lift, Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Jogging Track",,"Off Lebuh Cator, Ipoh, Perak","🔥The Anderson Ipoh Town Condominiums for Rent 🔥<br>💰Rental RM1,200💰<br><br>668 sqft <br>Nice Green Scenery View <br>Washing machine, Fridge <br>2 bedrooms & 2 Toilets <br>Fully furnished <br>Parking provided x 1<br>Gate and Guarded <br>Strategic Location <br>Gym facilities, swimming pool , outdoor park & playground, badminton court, basketball court, function hall<br><br>Rental deposit<br>1 month advance<br>2 month security deposit<br>1 month deposit utility <br>Tenancy agreement<br><br>Interested can whatapps or call<br>Leewei 0102414848 <br>Thanks<br><br>http://www.wasap.my/60102414848/AndersonRent",Perak,Ipoh,2025-04-16 10:02,2025-04-16,110855119,,
"RM 1,950 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,"DIRECT OWNER!<br>FULLY FURNISHED <br><br>Masuk cuci kaki terus boleh duduk!<br><br>Rumah Pinggiran USJ 1 untuk disewakan.<br><br>4 Bilik tidur<br>1 stor bawah tangga <br>3 bilik air<br><br>sesuai untuk keluarga atau asrama pekerja.<br><br>Kejiranan baik. Jiran kiri kanan baik.<br>Parking boleh sampai 3 kereta + 5 motor<br>Tak crowded.<br><br>Dilengkapi dengan :<br>1. 2 unit aircond (ruang tamu + master bedroom)<br>2. Almari , Sofa , meja makan, katil, tilam , Tv cabinet , kabinet dapur, peti ais, mesin basuh dan pelbagai lagi. cuci kaki bawa baju sahaja.<br>3. Langsir & karpet<br>4. TV boleh dibincangkan.<br><br><br>PENTING & UNTUNG! <br>Disebabkan owner adalah b40, bil api ada subsidi sekitar 50%.<br><br><br>Kemudahan berdekatan :<br>1. Speedmart 99 & wellmart jalan kaki 5min<br>2. Nasi ayam geprek padu RM 6 sahaja & nasi ayam hainan sedap RM 7 masa lunch.<br>3. LEKAS , PLUS KTM BATU TIGA, BAS <br>4. Taska & Tadika harga murah di dalam Taman <br>5. surau berdekatan<br>6. surau Kolej Vokasional jalan kaki 7min ada buat solat jumaat.<br>7. Kedai kek borong Harissa. ais krim cone RM1, moist cake RM2, kek bajet RM22.<br>8. Tak sampai 1km dari exit Ebor<br>9. kedai mamak ada dua.<br>10. Hospital KPJ 3km sahaja<br><br>best place to stay. near to federal<br>near to shah alam seksyen 20 & HICOM <br>near to sekolah rendah, KAFA & menengah.<br>banyak access ke taman ni. <br>senang elak kesesakan lalu lintas.<br><br>KAWASAN TINGGI! <br>TAK MUNGKIN BANJIR.<br><br><br>Keselamatan amat baik. Security ketat & boleh diharap. <br>Security hanya RM 60/bulan sahaja<br>Ramai orang jual dekat luar untuk breakfast<br><br>Berminat?<br>call sahaja <br>011-20648250<br>wasap.my/601120648250/PUSJ<br>01113142634<br>wasap.my/601113142634/PUSJ<br>",Selangor,Subang Jaya,2025-04-16 10:04,2025-04-16,110855142,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1030 sq.ft.,Partially Furnished,"Barbeque area, Playground, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Security, Lift, Parking",Cooking Allowed,"Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang","Vertu Resort @ Batu Kawan FOR RENT<br><br>🏠 Property details;<br>- Built-Up Area 总建筑面积: 1,030 sqft 方呎<br>- Furnishing Status: Partly Furnished with Air-conds, Fridge<br>- Renovation Status: Partly Renovated<br>- Room Numbers 房间数量: 3<br>- Bathroom Numbers 冲凉房， 厕所数量: 2<br>- Carpark Numbers 车位数量: 2<br>- Easy access to Penang Second Bridge, Batu Kawan Industrial Park (BKIP), Design Village Outlet Mall, UOW Malaysia KDU Penang, Future Penang Medical & Tech Hub and etc.<br><br>💰租金 Rental: RM1,500 per month Negotiable<br><br>📞 Kindly contact 018-3110302 (Ashley Tan 陈菁凌) for more details information & viewing ;)",Penang,Batu Kawan,2025-04-16 10:02,2025-04-16,110855125,5.23660974338571,100.4332651109698
RM 850 per month,"Apartment / Condominium, For rent",Flat,2,2,550 sq.ft.,Not Furnished,"Parking, Security","Air-Cond, Cooking Allowed","Lorong Jugra, Old Klang Road, Kuala Lumpur",Available move in immediately <br>Welcome viewing<br>Walk up flat level 3<br><br>Rm850,Kuala Lumpur,Old Klang Road,2025-04-16 10:06,2025-04-16,110855179,,
RM 60 per month,"Apartment / Condominium, For rent",Condominium,1,1,400 sq.ft.,Not Furnished,Parking,,"Lengkuk Kelicap, Mutiara Perdana, Bayan Lepas, Penang","*Orchard Ville Condo – Parking Lots for Rent*<br><br>📍 2 parking lots available for rent  <br>📍 Located at Level 1 (convenient access)  <br>💰 RM60 per lot/month  <br>🅿️ Pay & park – monthly rental available  <br>📦 Currently 2 lots on hand  <br><br>Can park immediately...<br><br>First come, first served! Feel free to DM for more info or to book.<br><br>whatsapp for more details 011-69400988 (Ruby)",Penang,Bayan Lepas,2025-04-16 10:06,2025-04-16,110855194,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,4,2,1600 sq.ft.,Not Furnished,"Parking, Playground, Gymnasium, Jogging Track, Minimart, Security, Swimming Pool, Multipurpose hall, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Melati Utama 1, Taman Melati Utama, Off Jalan Linkaran Tengah 2, Setapak, Kuala Lumpur","FOR RENT 📣<br>PV8 PLATINUM HILL, MELATI UTAMA, SETAPAK, KUALA LUMPUR<br>DEKAT LRT MELATI<br>RUMAH SIZE BESAR<br>NEAR KL EAST MALL<br>EASY ACCESS MRR2 HIGHWAY<br>MELAWATI MALL<br>============================<br>Rental Price RM2,000 monthly<br>MORE INFO 🔽 🔽 🔽 <br>Contact : Sam Jamal | 018-2892380<br>www.wasap.my/60182892380/PV8RM2k<br>================================<br><br>DETAILS<br>=======<br>4+1 BEDROOMS<br>2 BAHTROOMS<br>2 CARPARK <br>1600sf<br>PARLTY FURNISHED<br>FULLY AIRCOND<br>KITCHEN CABINET<br>FACING GARDEN<br>SWIMMING POOL<br>GYMNASIUM<br><br>FOR VIEWING & APPOINTMENT PLEASE CALL OR<br>WHATASSP<br><br>☎️📞📱☎️📞📱☎️📞📱☎️📞📱<br><br>www.wasap.my/60182892380/PV8bilik4RM2k<br><br>FoLLOw MyPRoperTy SToRy🥰 click Link Below🎯 C U!!<br><br>www.tiktok.com/@samwasabi1<br><br>https://www.instagram.com/sjsamjamal/<br><br>https://www.facebook.com/samjamalJ<br><br>Sam Jamal<br>0182892380<br>0182892380<br>0182892380<br><br>sam.landworth@gmail.com<br>REN 46524",Kuala Lumpur,Setapak,2025-04-16 10:01,2025-04-16,110791353,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,2,2,590 sq.ft.,Partially Furnished,"Parking, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed","Tingkat Batu Uban 1, Century Garden, Batu Uban, Penang","This comfortable 2-bedroom apartment offers an ideal living space for university students, families or working professionals. Located close to Universiti Sains Malaysia (USM), Bayan Lepas Free Trade Zone, and just a short drive from Penang International Airport. The unit includes a spacious living room, dining area,  kitchen, and clean bathrooms. Enjoy peaceful surroundings with access to amenities  such as multi purpose hall and mini mart. Enhanced security with access card controlled lift. Minutes of drive to E-Gate, Lotus, Queens Bay Mall, Sungai Nibong bus terminal, schools, and eateries ensure daily convenience.<br><br>The unit is move in ready!<br>",Penang,Batu Uban,2025-04-16 10:05,2025-04-16,110855169,,
"RM 2,000 per month","House, For rent",3-storey Terraced House,4,4,1540 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,"Location : Taman Perdana @ Simpang Ampat<br>*Brand NEW Fully Furnished 3 Storey landed house*<br>22' x 70'<br>Land area: 1,540 sqft<br>Built-up: 1,805 sqft<br>4 Bedroom, <br>4 Bathroom,<br>4 Carpark<br>Each bedroom comes with own bathroom. <br><br>🏠 Facilities include:<br>Aircond & fans to all bedroom and living hall<br>Water heater to all bathroom <br>Washing Machine<br>Refrigerator<br>All new Bedframe with mattress<br>Kitchen<br>Dining table with chairs<br>TV",Penang,Scotland,2025-04-16 10:06,2025-04-16,110855174,,
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Partially Furnished,"Parking, Security, Playground, Gymnasium, Sauna, Lift, Minimart, Swimming Pool, Barbeque area, Tennis Court, Club house","Air-Cond, Cooking Allowed, Washing Machine","No.1, Jalan Putramas 1, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur","🟧THE PROPERTY DETAILS<br>🏠Built up Size: 1050 sqft<br>🛏️3 Bedrooms 🛁2 Bathrooms 🅿️2 Parking Lot<br><br>🟩PARTIALLY FURNISHED<br>☑️Ceiling Fans, Lights, Aircond<br>☑️Water heater, kitchen cabinet<br>☑️Washing machine, bed, sofa....MORE!<br>🟩RENTAL INCLUDE MAINTENANCE FEE<br>🟩RESIDENCE WITH FACILITY<br>🟩CLEAN & NEAT<br>🟩WITH BALCONY<br>🟦NEAR RESTAURANTS, BANK, CAFE, MART, LAUNDRY, CLINIC<br>********************************************<br>RENTAL PRICE FROM RM 1,650.00<br><br>WhatsApp's: Vicky Vicky | 016-6798344<br>WhatsApp's: Vicky Vicky | 016-6798344<br><br>WhatsApp's: Kat Kat | 016-6208344<br>WhatsApp's: Kat Kat | 016-6208344<br>********************************************<br><br>🟧BOOKING DETAILS<br>🟩1 Month Advance Rental<br>🟩2 Months Deposit Rental<br>🟩0.5 Months Utility Deposit<br>🟩Tenancy Agreement Fees<br><br>Call/ WhatsApp for more information OR viewing appointments. Thank you!<br>Few unit for RENT (Partly /Full Furnished)<br><br>Vestcom Realty E(3)1484<br>*****************************************************<br>Owners are welcome to list your property",Kuala Lumpur,Jalan Kuching,2025-04-16 10:05,2025-04-16,110855011,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Gymnasium, Parking, Barbeque area, Security, Playground, Jogging Track, Swimming Pool",,"Lengkok Kelicap, Bayan Lepas, Penang","3 room 2 bathroom <br>Fan lighting <br>Fridge washing machine <br>2 carpark <br>3 room aircond <br>Good view <br><br>If interested, Kindly call or WhatsApp <br>June 0164026922",Penang,Bayan Lepas,2025-04-16 10:06,2025-04-16,110595134,5.302510687679897,100.25677263789284
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,915 sq.ft.,Partially Furnished,"Playground, Jogging Track, Swimming Pool, Tennis Court, Parking, Security, Minimart, Gymnasium, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Budiman 22/3, Shah Alam, Selangor",The Greens Residensi Hijauan Shah Alam Subang West For Rent<br>============================================<br>* Owner prefer Malay / Chinese tenant only<br>* Size: 915 sq ft Block B2<br>* Gated & Guarded with Access Card<br>* 2 Parking lots<br>* Maintenance fees included<br>* 3 Bedroom 2 Bathroom<br>* Lights and Fans<br>* Kitchen cabinets with hood & hob<br>* 2 Air-con living and master bedroom<br>* Chairs & Sofa<br>* Washing Machine<br>* Fully Curtains<br><br>*** Kindly call Mr. Chua @ 012-252 9697 for viewing.<br>*** REN No. : 05647,Selangor,Shah Alam,2025-04-16 10:05,2025-04-16,110855023,3.0674715,101.5540175
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Gymnasium, Lift, Barbeque area, Minimart, Playground, Swimming Pool, Tennis Court, Parking, Security, Sauna",,"18, Jalan Dutamas Raya, Taman Segambut Sppk, Solaris Dutamas, Kuala Lumpur","Fully Furnished !! Changkat View Condo For Rent !!<br><br><br><br><br>Build Up: 1,100 sqft<br>Layout: 3 Bedrooms, 2 Bathrooms<br>Furnishing: Almost Fully Furnished<br>Remark: Low floor range and 1 car park<br><br>Easy Access:<br>Segambut (KTM)<br>Jalan Ipoh (MRT)<br>Publika Shopping Gallery<br>DUKE Highway<br><br><br>Owner List for sale/rent welcome ------ SiewKamMun@hotmail.com<br><br>Raymond @ 017 - 777 3375 (Watsapp 24hrs on) https://goo.gl/vKExGK<br>Raymond @ 017 - 777 3375 (Watsapp 24hrs on) https://goo.gl/vKExGK<br><br>Instant Whatsapp Me >> https://goo.gl/vKExGK<br><br>Please drop me a text if i'm not answering the call<br><br>Real Estate Finders (E(3)1369)",Kuala Lumpur,Solaris Dutamas,2025-04-16 10:02,2025-04-16,110855124,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Partially Furnished,"Jogging Track, Squash Court, Security, Gymnasium, Tennis Court, Lift, Playground, Swimming Pool, Sauna, Parking, Minimart, Barbeque area",,"Lengkok Nipah 2, Taman Lip Sin, Gelugor, Penang",Taman Jubilee Phase 5 Partially Furnished @ Sungai Dua near Queensbay <br><br>Build up 750sf. <br>3 bedrooms. <br>2 bathrooms. <br>1 carpark. <br>Partially furnished. <br><br>Kindly contact 0️⃣1️⃣6️⃣ 4️⃣1️⃣7️⃣ 8️⃣3️⃣2️⃣3️⃣ for further details or arrange for viewing.<br><br>Thank you.,Penang,Sungai Dua,2025-04-16 10:05,2025-04-16,110854985,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Playground, Sauna, Multipurpose hall, Swimming Pool, Tennis Court, Jogging Track, Parking, Security, Minimart, Gymnasium, Squash Court, Club house, Lift, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan Batu Uban, Kampung Batu Uban, Gelugor, Penang","C Block corner unit<br>Middle floor <br>Newly Painted <br>Fully furnished <br>RM 1600<br>WhatsApp Helen Seow<br>0124812937<br>Sale RM 398,000",Penang,Gelugor,2025-04-16 10:03,2025-04-16,110855137,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Security, Minimart, Playground, Barbeque area, Swimming Pool, Gymnasium, Jogging Track, Parking, Lift","Internet, Cooking Allowed","Lebuh Relau 6, Bayan Lepas, Penang",Relau Vista Apartments Condominiums<br><br>-850 Sf<br>-3 Bedroom<br>-2 Bathroom<br>- Lower Floor<br>- Semi Furnished<br>- Unit Corner<br>-1 Car Park<br>-Full Set Kitchen Cabinet<br>-Balconies With Swimming Pool & Bukit Jambul View<br>-Full Set Grill Include<br>-Sell 370k Negotiable<br><br>Facility<br>-Gym<br>-Jogging Track<br>-Children Playgrond<br>-Swimming Pool<br>-Personal Car Park<br>-Security 24 hours And CCTV Floor<br>-Barbecue Area<br>-Lift<br>-Community Hall<br>-Mini Mart Nearby<br>-Taman Metropolitan Nearby<br>-Kompleks Sukan Bandaraya Relau Nearby<br>- Kindergarten & Primary School Nearby<br><br>If Interested View House Contact - Nor Azimah 011-33031646/ Jauhari 014-9861877,Penang,Bayan Lepas,2025-04-16 10:06,2025-04-16,110855180,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,3,1,650 sq.ft.,Partially Furnished,"Playground, Security, Parking",,"Jalan Langkawi, Taman Setapak, Setapak, Kuala Lumpur","Teratai Mewah Apt for sale at Jalan Langkawi, Setapak<br><br>For Rent : RM 800/MONTHLY<br><br>1.)  Short drive to LRT Station, AEON BIG, GIANT, NSK, schools, university, <br>      Hospital, shopping mall, shops, parks & etc.<br>2.)  7.0km to KLCC Twin Tower<br>3.)  Matured community and surrounding with lots of shops, mall, bank, laundry, <br>       workshop, school, international school, clinic and hospital.<br>4.)  Easy access to MRR2, DUKE, Jalan Pahang, Toll Gombak and SUKE <br>      Expressway.<br><br>For more information please direct call or wasap : Tung 0162608002",Kuala Lumpur,Setapak,2025-04-16 10:04,2025-04-16,110855145,3.2079617246942567,101.71885118280929
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,2,1,635 sq.ft.,Fully Furnished,"Playground, Parking, Security",,"Jalan Forest City 5, Forest City, Gelang Patah, Johor","Forest City FULLY FURNISH Regalia Park DIRECT BUS to SG Seaview apartment <br><br>For Rent RM1,700 nett<br><br>Regalia Park @ Forest City Seaview Condominium<br>#johorproperties #apartmentforrent #tuassecondlink #fullyfurnish #marketlowest #forestcity    <br><br>✅ For Rent ✅<br><br>- 635 sqft<br>- 1+2 Bedroom 1 Bathroom<br>- Fully furnished with interior design<br>- Direct bus to Tuas 2nd link CIQ <br>- High floor unblock view<br><br>Rental: RM1,700 nett<br>.<br>Tony Lim 托尼 (REN 32714)<br>The Roof Realty @ M-Fighters <br>☎️ +6011-16190308<br>📱 https://wa.link/ep5ejt",Johor,Gelang Patah,2025-04-16 10:03,2025-04-16,110855130,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Parking, Security, Playground, Barbeque area, Jogging Track",Cooking Allowed,"Jalan Putra Perdana 5B, Puchong, Selangor","SEWA RUMAH di Puchong - APARTMENT KEKWA, PUTRA PERDANA<br><br>Harga Sewa Bulanan: RM 900<br>Deposit Rumah: 2+1<br>Deposit Api & Air: RM 300<br><br>Lokasi strategik di Puchong, Apartment Kekwa di Putra Perdana menawarkan kemudahan dan keselesaan untuk anda!<br>Apartment ini terletak berhampiran dengan pelbagai kemudahan utama, termasuk:<br><br>Sekolah: Berdekatan dengan SK Taman Putra Perdana, SMK Putra Perdana, dan Sekolah Rendah Agama Putra Perdana, sangat sesuai untuk keluarga dengan anak-anak sekolah.<br><br>Lebuh Raya: Akses mudah ke Lebuhraya Maju (MEX), memudahkan perjalanan ke Kuala Lumpur, Putrajaya, Cyberjaya, dan KLIA.<br><br>Kedai Runcit & Pasaraya: Hanya beberapa minit dari Pasaraya Lotus dan banyak kedai runcit berdekatan untuk keperluan harian anda. Lotus's Bandar Bukit Puchong hanya mengambil masa 10 hingga 15 minit perjalanan dengan kereta.<br><br>Stesen Polis: Balai Polis Putra Perdana yang berdekatan menjamin keselamatan kawasan ini.<br><br>Pengangkutan Awam: Hentian bas hanya berhadapan dengan apartment, dengan laluan untuk bas percuma SMART SELANGOR yang memudahkan mobiliti anda.<br><br>Kemudahan Kesihatan: Terdapat beberapa klinik kesihatan berdekatan, termasuk Klinik Putra Perdana, Klinik Siti, dan Klinik Hentian, yang menawarkan perkhidmatan perubatan harian dan kecemasan.<br><br>Ruang di dalam rumah: Luas, mempunya balkoni di ruang tamu.<br><br>Hubungi Mr. Lukman di 0196171598 untuk maklumat lanjut atau boleh terus Whatsapp beliau untuk sebarang pertanyaan.",Selangor,Puchong,2025-04-16 10:05,2025-04-16,110855166,,
